Source,Target,Weight,Year,Type
host specificity test,potential biocontrol agent,0.7128712871287128,1992,Undirected
insect parasitic nematode,pest control strategy,0.7128712871287128,1992,Undirected
horticultural crop,microbial control agent,0.7128712871287128,1992,Undirected
clutch size,environmental condition,0.7128712871287128,1992,Undirected
horticultural crop,new pest control strategy,0.7128712871287128,1992,Undirected
effective control measure,great economic importance,0.7128712871287128,1992,Undirected
effective control measure,integrate pest management approach,0.7128712871287128,1992,Undirected
larval diet,life stage,0.7128712871287128,1992,Undirected
effective control measure,livestock production,0.7128712871287128,1992,Undirected
insect parasitic nematode,microbial control agent,0.7128712871287128,1992,Undirected
application of insecticide,seed insect,0.7128712871287128,1992,Undirected
insecticidal crystal protein,peritrophic membrane,0.7128712871287128,1992,Undirected
horticultural crop,pest control strategy,0.7128712871287128,1992,Undirected
insect parasitic nematode,new pest control strategy,0.7128712871287128,1992,Undirected
egg predator,egg sacs,0.7128712871287128,1992,Undirected
jawed vertebrate,wnt gene,0.7128712871287128,1992,Undirected
control measure,pest management approach,0.7128712871287128,1992,Undirected
application of insecticide,bacterium bacillus thuringiensis,0.7128712871287128,1992,Undirected
new pest control strategy,pest control strategy,0.7128712871287128,1992,Undirected
adult cochlear implant user,multichannel cochlear implant,0.7128712871287128,1992,Undirected
host specificity test,seed orchard,0.7128712871287128,1992,Undirected
female plant,wind pollination,0.7227722772277227,1993,Undirected
red sea,western indian ocean,0.7227722772277227,1993,Undirected
color pattern,phenotypic variation,0.7227722772277227,1993,Undirected
female plant,pollination mode,0.7227722772277227,1993,Undirected
conservation action,endangered species act,0.7227722772277227,1993,Undirected
ecosystem process,global biodiversity,0.7227722772277227,1993,Undirected
ecosystem process,insect conservation,0.7227722772277227,1993,Undirected
metapleural glands,worker caste,0.7227722772277227,1993,Undirected
crop management practice,predator abundance,0.7227722772277227,1993,Undirected
asian honeybee,transposable element,0.7227722772277227,1993,Undirected
soil sample,wax moth larvae,0.7227722772277227,1993,Undirected
insect pollination,pollination ecology,0.7227722772277227,1993,Undirected
indo west pacific,red sea,0.7227722772277227,1993,Undirected
conservation effort,species conservation,0.7227722772277227,1993,Undirected
indian ocean,northern red sea,0.7227722772277227,1993,Undirected
strait of georgia,water column,0.7227722772277227,1993,Undirected
indian ocean,red sea,0.7227722772277227,1993,Undirected
benthic invertebrates,food resource,0.7227722772277227,1993,Undirected
benthic invertebrates,freshwater invertebrates,0.7227722772277227,1993,Undirected
benthic invertebrates,prey size,0.7227722772277227,1993,Undirected
indian ocean,indo west pacific,0.7227722772277227,1993,Undirected
conservation effort,role of insect,0.7227722772277227,1993,Undirected
conservation effort,insect conservation,0.7227722772277227,1993,Undirected
conservation effort,global biodiversity,0.7227722772277227,1993,Undirected
conservation effort,ecosystem process,0.7227722772277227,1993,Undirected
indo west pacific,northern red sea,0.7227722772277227,1993,Undirected
lawrence estuary,pore water,0.7227722772277227,1993,Undirected
bighorn sheep,white tail deer,0.7227722772277227,1993,Undirected
cotton crop,seasonal abundance,0.7227722772277227,1993,Undirected
crop management practice,ground cover,0.7227722772277227,1993,Undirected
crop management practice,generalist predator,0.7227722772277227,1993,Undirected
net primary production,primary production,0.7227722772277227,1993,Undirected
net primary production,wind pollination,0.7227722772277227,1993,Undirected
food resource,freshwater invertebrates,0.7227722772277227,1993,Undirected
food resource,prey size,0.7227722772277227,1993,Undirected
spider mite,tomato crop,0.7227722772277227,1993,Undirected
crop management practice,habitat preference,0.7227722772277227,1993,Undirected
eusocial insects,soldier caste,0.7227722772277227,1993,Undirected
tick bear disease,tick infestation,0.7227722772277227,1993,Undirected
feral sheep,pest problem,0.7227722772277227,1993,Undirected
blood meal,peritrophic membrane,0.7227722772277227,1993,Undirected
indo west pacific,western indian ocean,0.7227722772277227,1993,Undirected
multicellular animal,non vertebrate specie,0.7227722772277227,1993,Undirected
northern red sea,western indian ocean,0.7227722772277227,1993,Undirected
northern red sea,red sea,0.7227722772277227,1993,Undirected
female plant,lowland rain forest,0.7227722772277227,1993,Undirected
adult fly,natural population,0.7227722772277227,1993,Undirected
heterorhabditis bacteriophora,soil sample,0.7227722772277227,1993,Undirected
rainy season,stem borer,0.7227722772277227,1993,Undirected
generalist predator,predator abundance,0.7227722772277227,1993,Undirected
rainy season,rice stem borer,0.7227722772277227,1993,Undirected
economic injury level,rainy season,0.7227722772277227,1993,Undirected
economic injury level,rice stem borer,0.7227722772277227,1993,Undirected
homeobox gene,metazoan evolution,0.7227722772277227,1993,Undirected
economic injury level,stem borer,0.7227722772277227,1993,Undirected
lepidopterous insect pest,soybean yield,0.7227722772277227,1993,Undirected
grain weight loss,maize weevil,0.7227722772277227,1993,Undirected
genetic correlation,reproductive effort,0.7227722772277227,1993,Undirected
population density,rotylenchulus reniformis,0.7227722772277227,1993,Undirected
bronchoalveolar lavage fluid,chronic obstructive pulmonary disease,0.7227722772277227,1993,Undirected
organic carbon,south central ontario,0.7227722772277227,1993,Undirected
pollination mode,wind pollination,0.7227722772277227,1993,Undirected
primary production,wind pollination,0.7227722772277227,1993,Undirected
generalist predator,habitat preference,0.7227722772277227,1993,Undirected
role of insect,species conservation,0.7227722772277227,1993,Undirected
dry season,female plant,0.7227722772277227,1993,Undirected
clay soil,sandy loam soil,0.7227722772277227,1993,Undirected
dry season,lowland rain forest,0.7227722772277227,1993,Undirected
dry season,pollination mode,0.7227722772277227,1993,Undirected
plant insect association,potential host plant,0.7227722772277227,1993,Undirected
dry season,wind pollination,0.7227722772277227,1993,Undirected
generalist predator,ground cover,0.7227722772277227,1993,Undirected
plant pollinator relationship,tropical forest,0.7227722772277227,1993,Undirected
infective juveniles,insect parasitic nematode,0.7227722772277227,1993,Undirected
host plant effect,progeny production,0.7227722772277227,1993,Undirected
auditory cue,visual cue,0.7227722772277227,1993,Undirected
global biodiversity,insect conservation,0.7227722772277227,1993,Undirected
insect attack,potato crop,0.7227722772277227,1993,Undirected
maize weevil,sitophilus zeamais motschulsky,0.7227722772277227,1993,Undirected
lepidopterous pest,synthetic organic insecticide,0.7227722772277227,1993,Undirected
grain weight loss,sitophilus zeamais motschulsky,0.7227722772277227,1993,Undirected
aquatic insect diversity,endangered species act,0.7227722772277227,1993,Undirected
habitat preference,predator abundance,0.7227722772277227,1993,Undirected
lowland rain forest,wind pollination,0.7227722772277227,1993,Undirected
insect family,plant family,0.7227722772277227,1993,Undirected
lowland rain forest,pollination mode,0.7227722772277227,1993,Undirected
aquatic insect taxon,endangered species act,0.7227722772277227,1993,Undirected
freshwater runoff,water column,0.7227722772277227,1993,Undirected
heterodera glycine,soybean cultivar,0.7227722772277227,1993,Undirected
freshwater invertebrates,prey size,0.7227722772277227,1993,Undirected
extracellular matrix,multicellular animal,0.7227722772277227,1993,Undirected
heterorhabditis bacteriophora,wax moth larvae,0.7227722772277227,1993,Undirected
aquatic insect diversity,aquatic insect taxon,0.7227722772277227,1993,Undirected
extracellular matrix,non vertebrate specie,0.7227722772277227,1993,Undirected
pore water,st lawrence estuary,0.7227722772277227,1993,Undirected
ground cover,habitat preference,0.7227722772277227,1993,Undirected
ground cover,predator abundance,0.7227722772277227,1993,Undirected
female size,morphological variation,0.7326732673267327,1994,Undirected
homeobox gene,neural tube,0.7326732673267327,1994,Undirected
pest management system,specie of parasite,0.7326732673267327,1994,Undirected
different host specie,species complex,0.7326732673267327,1994,Undirected
phytophagous insect fauna,plant herbivore interaction,0.7326732673267327,1994,Undirected
benefit cost ratio,economic importance,0.7326732673267327,1994,Undirected
soil treatment,soil type,0.7326732673267327,1994,Undirected
nematode specie,species complex,0.7326732673267327,1994,Undirected
nematode specie,new zealand,0.7326732673267327,1994,Undirected
anticyclonic eddy,bay of biscay,0.7326732673267327,1994,Undirected
female size,large body size,0.7326732673267327,1994,Undirected
aphis gossypii glover,cotton field,0.7326732673267327,1994,Undirected
metal concentration,organic matter,0.7326732673267327,1994,Undirected
cover crop residue,green manure,0.7326732673267327,1994,Undirected
metal concentration,surface sediment,0.7326732673267327,1994,Undirected
benefit cost ratio,species complex,0.7326732673267327,1994,Undirected
benefit cost ratio,nematode specie,0.7326732673267327,1994,Undirected
leaf litter,small vertebrate,0.7326732673267327,1994,Undirected
drosophila segmentation gene,segmentation gene,0.7326732673267327,1994,Undirected
benefit cost ratio,helminth parasite,0.7326732673267327,1994,Undirected
pest problem,sustainable agriculture,0.7326732673267327,1994,Undirected
cover crop residue,winter cover crop,0.7326732673267327,1994,Undirected
homeobox gene,vertebrate body plan,0.7326732673267327,1994,Undirected
soil moisture,soil treatment,0.7326732673267327,1994,Undirected
honey bee visit,pan trap,0.7326732673267327,1994,Undirected
vertebrate group,vertebrate host,0.7326732673267327,1994,Undirected
mass rearing,pesticide residue,0.7326732673267327,1994,Undirected
mass rearing,orius insidiosus,0.7326732673267327,1994,Undirected
honey bee visit,insect visit,0.7326732673267327,1994,Undirected
effect of tillage,winter cover crop,0.7326732673267327,1994,Undirected
neural tube,vertebrate body plan,0.7326732673267327,1994,Undirected
cover crop,winter cover crop,0.7326732673267327,1994,Undirected
cover crop,effect of tillage,0.7326732673267327,1994,Undirected
cover crop,green manure,0.7326732673267327,1994,Undirected
effect of tillage,green manure,0.7326732673267327,1994,Undirected
soil moisture,soil type,0.7326732673267327,1994,Undirected
honey bee visit,native insect,0.7326732673267327,1994,Undirected
honey bee visit,native insect pollinator,0.7326732673267327,1994,Undirected
dung beetle,soil type,0.7326732673267327,1994,Undirected
long term sustainability,non target specie,0.7326732673267327,1994,Undirected
dung beetle,soil treatment,0.7326732673267327,1994,Undirected
long term sustainability,pest control agent,0.7326732673267327,1994,Undirected
honey bee visit,yellow pan trap,0.7326732673267327,1994,Undirected
homeotic gene,morphological diversity,0.7326732673267327,1994,Undirected
